age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
36,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,687,7,-1,0,
45,blue-collar,single,primary,yes,-183,no,yes,cellular,15,jul,395,4,-1,0,
45,blue-collar,single,secondary,yes,0,no,yes,cellular,16,jul,154,2,-1,0,
32,technician,single,secondary,yes,0,no,yes,cellular,16,jul,195,1,-1,0,
28,admin.,married,secondary,yes,105,no,no,cellular,16,jul,130,1,-1,0,
39,entrepreneur,married,secondary,yes,0,no,no,cellular,16,jul,528,9,-1,0,
54,blue-collar,married,secondary,yes,381,yes,yes,telephone,16,jul,198,1,-1,0,
26,admin.,single,secondary,yes,0,yes,no,cellular,16,jul,157,2,-1,0,
39,management,married,tertiary,yes,-1586,yes,yes,cellular,16,jul,89,2,-1,0,
31,services,married,secondary,yes,-455,no,yes,cellular,16,jul,168,2,-1,0,
31,management,married,tertiary,yes,-1038,yes,no,cellular,16,jul,255,2,-1,0,
37,management,married,secondary,yes,33,no,yes,cellular,17,jul,117,1,-1,0,
37,self-employed,married,secondary,yes,0,yes,no,cellular,17,jul,158,1,-1,0,
27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,
26,student,single,tertiary,yes,47,no,yes,cellular,17,jul,257,2,-1,0,
38,services,married,primary,yes,1,yes,no,cellular,17,jul,169,7,-1,0,
37,management,married,tertiary,yes,0,no,no,cellular,17,jul,91,2,-1,0,
45,services,married,secondary,yes,144,no,no,cellular,18,jul,95,8,-1,0,
43,management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76,4,-1,0,
56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,304,3,-1,0,
29,services,single,secondary,yes,-308,no,no,cellular,18,jul,113,1,-1,0,
29,blue-collar,married,secondary,yes,-643,yes,no,cellular,18,jul,277,1,-1,0,
31,technician,married,secondary,yes,-367,yes,no,cellular,18,jul,474,2,-1,0,
59,retired,married,secondary,yes,-2,no,yes,cellular,18,jul,102,1,-1,0,
29,entrepreneur,married,secondary,yes,-388,yes,no,cellular,18,jul,411,3,-1,0,
30,services,single,secondary,yes,-366,yes,no,cellular,18,jul,516,1,-1,0,
29,technician,single,secondary,yes,28,yes,no,cellular,18,jul,203,1,-1,0,
27,self-employed,single,tertiary,yes,5,no,yes,cellular,18,jul,384,1,-1,0,
31,admin.,single,secondary,yes,-429,no,yes,cellular,18,jul,292,3,-1,0,
37,housemaid,married,secondary,yes,-205,no,yes,cellular,18,jul,199,1,-1,0,
50,management,married,tertiary,yes,161,no,yes,cellular,18,jul,642,1,-1,0,
26,technician,single,secondary,yes,-454,no,yes,cellular,18,jul,652,2,-1,0,
57,management,married,tertiary,yes,1218,yes,no,cellular,18,jul,317,6,-1,0,
38,admin.,single,secondary,yes,-61,no,yes,cellular,18,jul,102,2,-1,0,
45,blue-collar,married,primary,yes,153,no,yes,cellular,18,jul,706,9,-1,0,
43,management,married,tertiary,yes,0,no,no,cellular,21,jul,455,2,-1,0,
49,management,married,tertiary,yes,-6847,no,yes,cellular,21,jul,206,1,-1,0,
28,blue-collar,married,primary,yes,-124,yes,no,cellular,21,jul,116,3,-1,0,
54,housemaid,divorced,secondary,yes,34,no,no,cellular,21,jul,208,3,-1,0,
26,housemaid,single,primary,yes,-1006,yes,yes,cellular,21,jul,222,1,-1,0,
37,self-employed,married,secondary,yes,0,no,yes,cellular,21,jul,320,1,-1,0,
42,technician,married,secondary,yes,55,yes,no,cellular,21,jul,291,1,-1,0,
40,technician,single,secondary,yes,96,no,yes,cellular,21,jul,181,2,-1,0,
38,admin.,divorced,secondary,yes,0,no,yes,cellular,21,jul,126,3,-1,0,
41,blue-collar,married,secondary,yes,-750,yes,yes,cellular,21,jul,251,3,-1,0,
38,services,married,secondary,yes,-433,yes,no,cellular,21,jul,111,2,-1,0,
51,technician,divorced,secondary,yes,-113,no,yes,cellular,22,jul,314,4,-1,0,
35,management,married,tertiary,yes,8,yes,no,cellular,22,jul,56,3,-1,0,
43,blue-collar,married,primary,yes,0,no,yes,cellular,22,jul,431,8,-1,0,
55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,
27,services,single,secondary,yes,-1,no,no,cellular,22,jul,60,2,-1,0,
26,services,single,secondary,yes,0,no,yes,cellular,22,jul,240,10,-1,0,
34,blue-collar,married,secondary,yes,-7,yes,no,cellular,22,jul,143,5,-1,0,
31,management,married,secondary,yes,0,no,yes,cellular,23,jul,111,1,-1,0,
49,admin.,divorced,secondary,yes,2405,yes,no,cellular,23,jul,216,8,-1,0,
35,management,married,secondary,yes,-550,no,yes,cellular,23,jul,874,3,-1,0,
29,blue-collar,married,,yes,163,yes,yes,cellular,23,jul,586,2,-1,0,
48,services,single,secondary,yes,-470,yes,no,cellular,23,jul,544,11,-1,0,
52,blue-collar,married,primary,yes,0,no,no,cellular,23,jul,322,3,-1,0,
40,blue-collar,single,secondary,yes,61,no,no,cellular,23,jul,68,2,-1,0,
28,services,single,secondary,yes,-7,no,yes,cellular,23,jul,293,5,-1,0,
42,admin.,divorced,secondary,yes,0,no,no,cellular,24,jul,226,1,-1,0,
57,retired,divorced,primary,yes,0,no,yes,cellular,24,jul,125,2,-1,0,
37,technician,married,secondary,yes,0,no,yes,cellular,24,jul,101,1,-1,0,
24,unemployed,single,tertiary,yes,-164,yes,yes,cellular,24,jul,117,4,-1,0,
38,blue-collar,single,primary,yes,-129,yes,no,cellular,24,jul,138,2,-1,0,
53,management,married,tertiary,yes,-252,no,yes,cellular,24,jul,223,2,-1,0,
52,management,divorced,tertiary,yes,0,no,no,cellular,24,jul,335,1,-1,0,
37,management,divorced,primary,yes,0,yes,no,telephone,24,jul,305,1,-1,0,
41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,
34,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,147,1,-1,0,
45,management,married,tertiary,yes,-577,yes,yes,cellular,24,jul,204,1,-1,0,
30,management,single,secondary,yes,-985,no,no,telephone,24,jul,28,4,-1,0,
32,management,single,tertiary,yes,62,no,yes,cellular,24,jul,577,3,-1,0,
35,technician,single,secondary,yes,0,no,no,cellular,25,jul,72,3,-1,0,
32,services,married,secondary,yes,-220,yes,yes,cellular,25,jul,123,2,-1,0,
32,blue-collar,married,secondary,yes,-49,yes,no,cellular,25,jul,173,8,-1,0,
26,self-employed,married,secondary,yes,254,yes,yes,cellular,25,jul,335,1,-1,0,
57,entrepreneur,married,secondary,yes,-525,no,yes,cellular,25,jul,337,1,-1,0,
38,housemaid,married,primary,yes,0,no,no,cellular,25,jul,267,1,-1,0,
33,services,married,secondary,yes,-319,yes,no,cellular,25,jul,142,1,-1,0,
31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,jul,163,1,-1,0,
26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,730,1,-1,0,
59,housemaid,divorced,primary,yes,0,no,yes,cellular,25,jul,1368,2,-1,0,
31,services,single,secondary,yes,-21,no,yes,cellular,25,jul,507,1,-1,0,
58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,138,4,-1,0,
34,entrepreneur,single,secondary,yes,-200,no,yes,cellular,25,jul,248,5,-1,0,
26,services,divorced,primary,yes,2,yes,yes,cellular,25,jul,22,16,-1,0,
51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,jul,123,6,-1,0,
47,blue-collar,divorced,primary,yes,0,yes,no,cellular,28,jul,327,3,-1,0,
28,management,married,tertiary,yes,84,no,yes,cellular,28,jul,48,21,-1,0,
51,self-employed,married,secondary,yes,-206,no,yes,cellular,28,jul,51,3,-1,0,
31,management,single,secondary,yes,20,yes,no,cellular,28,jul,141,5,-1,0,
39,admin.,married,secondary,yes,-104,yes,no,cellular,28,jul,290,2,-1,0,
43,blue-collar,single,primary,yes,69,no,yes,cellular,28,jul,267,5,-1,0,
40,management,married,tertiary,yes,0,no,no,cellular,28,jul,165,5,-1,0,
26,blue-collar,single,secondary,yes,-685,yes,yes,cellular,28,jul,314,4,-1,0,
60,retired,married,secondary,yes,879,yes,yes,cellular,29,jul,62,8,-1,0,
26,blue-collar,single,primary,yes,344,no,yes,cellular,29,jul,62,4,-1,0,
49,services,married,secondary,yes,-249,no,no,cellular,29,jul,234,5,-1,0,
40,admin.,married,secondary,yes,94,no,no,cellular,29,jul,117,2,-1,0,
51,management,married,tertiary,yes,0,no,yes,cellular,29,jul,204,6,-1,0,
43,entrepreneur,married,tertiary,yes,0,no,yes,telephone,29,jul,184,4,-1,0,
29,management,single,tertiary,yes,-1661,no,yes,cellular,29,jul,95,6,-1,0,
52,services,divorced,primary,yes,-1,no,yes,cellular,29,jul,112,6,-1,0,
26,admin.,single,secondary,yes,-42,no,yes,cellular,30,jul,305,3,-1,0,
47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,jul,71,2,-1,0,
46,management,married,secondary,yes,-333,no,yes,cellular,30,jul,597,2,-1,0,
44,unemployed,single,primary,yes,-4,no,yes,cellular,30,jul,788,2,-1,0,
49,entrepreneur,divorced,,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,
57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,
41,services,married,,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,
38,technician,married,secondary,yes,238,no,no,cellular,30,jul,376,8,-1,0,
51,technician,married,secondary,yes,61,no,yes,telephone,30,jul,27,20,-1,0,
51,admin.,married,secondary,yes,-160,no,yes,cellular,30,jul,118,4,-1,0,
40,admin.,married,secondary,yes,-444,no,yes,telephone,30,jul,168,8,-1,0,
53,management,divorced,tertiary,yes,0,yes,yes,cellular,30,jul,75,5,-1,0,
27,housemaid,single,secondary,yes,-319,no,yes,cellular,30,jul,89,2,-1,0,
30,management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,-1,0,
26,services,married,secondary,yes,13,yes,yes,cellular,30,jul,21,25,-1,0,
35,technician,married,secondary,yes,-1322,yes,no,cellular,30,jul,105,11,-1,0,
38,technician,married,secondary,yes,0,no,yes,cellular,31,jul,44,28,-1,0,
37,management,married,,yes,62,yes,no,cellular,31,jul,85,4,-1,0,
39,services,married,secondary,yes,-697,yes,no,cellular,31,jul,423,2,-1,0,
48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,
43,technician,single,secondary,yes,685,yes,no,cellular,31,jul,94,2,-1,0,
47,housemaid,married,secondary,yes,-1531,yes,no,cellular,31,jul,156,8,-1,0,
48,management,married,tertiary,yes,0,yes,no,cellular,31,jul,281,4,-1,0,
50,services,married,secondary,yes,0,no,no,telephone,31,jul,35,9,-1,0,
49,entrepreneur,divorced,primary,yes,-736,no,no,cellular,31,jul,305,6,-1,0,
40,technician,married,tertiary,yes,-2827,yes,yes,cellular,31,jul,843,1,-1,0,
41,management,married,tertiary,yes,-1176,yes,yes,cellular,31,jul,81,1,-1,0,
44,admin.,single,,yes,-612,yes,no,cellular,31,jul,297,1,-1,0,
44,technician,married,secondary,yes,-251,no,yes,telephone,31,jul,13,16,-1,0,
27,admin.,single,secondary,yes,1110,yes,yes,cellular,31,jul,25,36,-1,0,
49,unemployed,married,primary,yes,11,yes,no,telephone,31,jul,166,8,-1,0,
43,management,single,primary,yes,-39,yes,no,cellular,31,jul,9,23,-1,0,
56,technician,married,tertiary,yes,-736,no,no,cellular,31,jul,258,8,-1,0,
28,unemployed,married,primary,yes,44,yes,no,cellular,31,jul,6,13,-1,0,
29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,-1,0,
53,technician,divorced,secondary,yes,-63,no,yes,cellular,4,aug,531,1,-1,0,
50,management,married,tertiary,yes,37,no,no,cellular,4,aug,869,1,-1,0,
60,entrepreneur,married,,yes,-284,yes,yes,cellular,4,aug,67,8,-1,0,
59,retired,married,primary,yes,-1,no,no,cellular,5,aug,229,2,-1,0,
48,management,married,tertiary,yes,-4,no,no,cellular,5,aug,97,1,-1,0,
42,technician,married,secondary,yes,-197,yes,no,cellular,6,aug,66,7,-1,0,
36,management,divorced,tertiary,yes,36,no,no,cellular,6,aug,836,4,-1,0,
56,services,married,secondary,yes,-8,no,no,cellular,6,aug,159,2,-1,0,
43,self-employed,married,primary,yes,385,no,no,cellular,6,aug,359,2,-1,0,
37,technician,single,secondary,yes,-56,yes,no,cellular,6,aug,291,4,-1,0,
46,blue-collar,married,primary,yes,575,no,no,cellular,6,aug,127,3,-1,0,
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,-1,0,
59,admin.,married,secondary,yes,-131,no,no,cellular,7,aug,144,2,-1,0,
30,technician,single,secondary,yes,1,no,no,cellular,7,aug,407,4,-1,0,
34,management,married,tertiary,yes,38,no,no,cellular,8,aug,52,11,-1,0,
46,management,single,tertiary,yes,-344,no,no,cellular,8,aug,142,4,-1,0,
46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,139,2,-1,0,
40,technician,married,secondary,yes,32,yes,no,cellular,11,aug,55,4,-1,0,
37,technician,married,tertiary,yes,-681,yes,yes,cellular,11,aug,280,3,-1,0,
35,management,single,tertiary,yes,-1980,yes,yes,cellular,11,aug,227,1,-1,0,
59,retired,married,primary,yes,-13,no,no,cellular,11,aug,77,1,-1,0,
42,technician,single,secondary,yes,0,no,yes,cellular,12,aug,51,4,-1,0,
31,management,married,tertiary,yes,-253,no,no,cellular,12,aug,220,4,-1,0,
33,technician,single,secondary,yes,329,no,no,cellular,12,aug,137,2,-1,0,
30,technician,single,tertiary,yes,23,no,no,cellular,12,aug,72,4,-1,0,
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,
45,admin.,married,secondary,yes,-571,no,no,cellular,13,aug,332,2,-1,0,
31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,2,-1,0,
59,management,married,tertiary,yes,782,no,yes,cellular,13,aug,127,2,-1,0,
34,technician,single,secondary,yes,-14,no,no,cellular,14,aug,85,2,-1,0,
30,technician,single,secondary,yes,-305,no,yes,cellular,14,aug,108,6,-1,0,
58,retired,divorced,secondary,yes,-397,no,yes,cellular,14,aug,386,1,-1,0,
51,management,single,tertiary,yes,-55,yes,no,cellular,18,aug,119,6,-1,0,
33,management,single,tertiary,yes,-5,no,no,cellular,18,aug,127,4,-1,0,
60,retired,married,secondary,yes,0,no,no,cellular,19,aug,316,2,-1,0,
39,management,single,tertiary,yes,-401,yes,no,cellular,19,aug,274,4,-1,0,
33,technician,married,secondary,yes,18,no,yes,cellular,19,aug,19,18,-1,0,
53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,
48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,
33,technician,single,secondary,yes,-374,no,yes,cellular,20,aug,160,2,-1,0,
51,admin.,married,,yes,-12,no,no,cellular,20,aug,18,7,-1,0,
33,management,married,secondary,yes,7,no,yes,cellular,20,aug,239,2,-1,0,
33,technician,married,tertiary,yes,56,no,no,cellular,20,aug,75,2,-1,0,
46,services,married,secondary,yes,130,no,no,cellular,20,aug,95,2,-1,0,
40,technician,married,secondary,yes,-432,yes,yes,cellular,20,aug,1464,3,-1,0,
34,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,398,2,-1,0,
32,self-employed,married,secondary,yes,9,no,no,cellular,21,aug,331,2,-1,0,
31,technician,single,tertiary,yes,24,no,no,cellular,21,aug,246,2,-1,0,
46,management,married,tertiary,yes,-337,no,yes,cellular,21,aug,120,2,-1,0,
42,management,single,tertiary,yes,0,no,yes,cellular,21,aug,384,5,-1,0,
50,services,divorced,secondary,yes,-210,no,yes,cellular,21,aug,153,7,-1,0,
46,management,married,tertiary,yes,549,no,no,cellular,21,aug,87,8,-1,0,
33,technician,divorced,secondary,yes,6,no,no,cellular,22,aug,239,2,-1,0,
47,management,married,secondary,yes,0,no,yes,cellular,22,aug,644,9,-1,0,
34,technician,married,secondary,yes,-172,no,no,cellular,22,aug,177,2,-1,0,
44,management,divorced,tertiary,yes,-26,no,no,cellular,22,aug,92,4,-1,0,
50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,
32,technician,married,secondary,yes,4,yes,yes,cellular,25,aug,132,8,-1,0,
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463,22,-1,0,
60,management,married,tertiary,yes,-311,no,no,cellular,25,aug,151,6,-1,0,
47,blue-collar,married,,yes,162,no,no,cellular,25,aug,366,3,-1,0,
44,management,married,tertiary,yes,-11,no,no,cellular,26,aug,317,5,-1,0,
45,management,married,tertiary,yes,-190,no,yes,cellular,26,aug,92,4,-1,0,
31,admin.,married,secondary,yes,-51,no,yes,cellular,26,aug,173,2,-1,0,
30,management,married,secondary,yes,471,yes,no,cellular,26,aug,73,4,-1,0,
32,management,single,tertiary,yes,5,yes,no,cellular,26,aug,520,4,-1,0,
55,self-employed,married,secondary,yes,0,no,no,cellular,26,aug,172,5,-1,0,
36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109,14,-1,0,
50,blue-collar,married,secondary,yes,0,yes,no,cellular,26,aug,240,5,-1,0,
33,technician,single,secondary,yes,-173,no,no,cellular,27,aug,342,4,-1,0,
51,blue-collar,married,primary,yes,-17,no,no,cellular,27,aug,134,6,-1,0,
49,technician,married,secondary,yes,410,no,no,cellular,27,aug,117,7,-1,0,
41,management,married,tertiary,yes,852,yes,yes,cellular,27,aug,157,10,-1,0,
43,management,married,tertiary,yes,0,no,no,cellular,27,aug,25,19,-1,0,
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145,3,-1,0,
40,management,married,secondary,yes,-1545,no,no,cellular,27,aug,70,13,-1,0,
34,technician,single,tertiary,yes,-1,no,no,cellular,27,aug,787,13,-1,0,
40,self-employed,married,secondary,yes,2,no,no,cellular,27,aug,158,3,-1,0,
40,technician,married,secondary,yes,4,no,no,cellular,27,aug,145,3,-1,0,
58,retired,married,secondary,yes,-146,no,yes,cellular,28,aug,192,8,-1,0,
56,retired,married,primary,yes,-123,no,yes,cellular,28,aug,146,3,-1,0,
53,services,married,secondary,yes,2262,no,no,cellular,28,aug,116,8,-1,0,
53,housemaid,married,primary,yes,42,no,no,cellular,28,aug,81,4,-1,0,
34,technician,single,tertiary,yes,-6,no,no,cellular,28,aug,79,8,-1,0,
47,services,married,,yes,0,no,no,cellular,28,aug,21,22,-1,0,
34,management,single,tertiary,yes,621,no,no,cellular,28,aug,205,3,-1,0,
40,technician,married,secondary,yes,0,no,no,cellular,28,aug,147,2,-1,0,
36,technician,married,tertiary,yes,63,no,no,cellular,28,aug,12,14,-1,0,
35,technician,single,secondary,yes,-30,no,no,cellular,28,aug,32,2,-1,0,
32,technician,single,secondary,yes,-1,no,no,cellular,29,aug,185,2,-1,0,
33,technician,married,secondary,yes,-708,no,no,cellular,29,aug,93,2,-1,0,
34,technician,married,secondary,yes,91,no,no,cellular,29,aug,67,4,-1,0,
41,admin.,married,secondary,yes,-120,no,no,cellular,29,aug,76,4,-1,0,
37,technician,married,secondary,yes,-3,no,no,cellular,29,aug,122,4,-1,0,
43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,
37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,1,123,2,failure
54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,
48,technician,married,secondary,yes,295,no,yes,cellular,17,nov,190,2,-1,0,
57,management,married,tertiary,yes,-24,yes,no,telephone,17,nov,14,1,-1,0,
53,retired,single,secondary,yes,-741,yes,yes,cellular,17,nov,53,1,-1,0,
41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,
37,services,married,secondary,yes,-954,yes,no,cellular,17,nov,69,1,180,3,failure
46,blue-collar,married,tertiary,yes,-388,no,no,cellular,18,nov,295,2,-1,0,
33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,
51,entrepreneur,married,tertiary,yes,4,yes,no,cellular,18,nov,80,1,-1,0,
38,entrepreneur,single,tertiary,yes,0,yes,no,cellular,18,nov,120,1,-1,0,
49,management,married,tertiary,yes,-24,no,no,cellular,18,nov,132,3,-1,0,
30,technician,single,secondary,yes,-305,no,yes,cellular,18,nov,37,1,96,6,failure
37,self-employed,divorced,tertiary,yes,353,yes,yes,cellular,18,nov,134,1,-1,0,
43,technician,single,secondary,yes,685,yes,no,cellular,18,nov,78,1,110,2,failure
35,admin.,married,secondary,yes,0,yes,yes,cellular,18,nov,17,1,-1,0,
42,management,single,tertiary,yes,130,yes,yes,cellular,18,nov,112,1,-1,0,
34,entrepreneur,single,tertiary,yes,1709,no,yes,cellular,18,nov,288,1,-1,0,
46,technician,divorced,secondary,yes,-1361,yes,yes,cellular,18,nov,78,1,-1,0,
47,unemployed,married,secondary,yes,0,no,no,cellular,18,nov,81,2,-1,0,
49,blue-collar,single,primary,yes,-2604,yes,no,cellular,18,nov,142,1,-1,0,
38,management,married,tertiary,yes,540,no,no,cellular,18,nov,205,1,-1,0,
54,management,married,tertiary,yes,0,no,yes,cellular,18,nov,283,1,-1,0,
52,entrepreneur,married,tertiary,yes,-2,no,no,cellular,18,nov,245,1,-1,0,
31,management,single,secondary,yes,0,no,no,cellular,18,nov,129,2,-1,0,
42,services,married,secondary,yes,129,no,no,cellular,18,nov,390,3,-1,0,
33,technician,divorced,secondary,yes,10,yes,yes,cellular,18,nov,167,5,-1,0,
46,management,single,secondary,yes,177,no,no,cellular,18,nov,437,1,-1,0,
48,management,married,secondary,yes,-998,yes,no,cellular,18,nov,173,1,-1,0,
31,technician,divorced,tertiary,yes,1200,no,no,cellular,19,nov,62,1,-1,0,
48,technician,married,primary,yes,-530,no,yes,cellular,19,nov,119,1,-1,0,
37,technician,divorced,secondary,yes,0,no,yes,cellular,19,nov,134,1,-1,0,
35,unemployed,single,secondary,yes,-126,no,no,cellular,19,nov,168,1,-1,0,
36,management,married,tertiary,yes,-485,yes,no,cellular,19,nov,278,1,-1,0,
30,blue-collar,single,secondary,yes,447,no,no,cellular,19,nov,426,2,189,6,failure
41,blue-collar,single,secondary,yes,81,no,no,cellular,19,nov,212,3,-1,0,
33,management,married,tertiary,yes,-148,yes,yes,cellular,19,nov,340,2,-1,0,
48,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,
49,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114,1,-1,0,
44,management,single,tertiary,yes,12,yes,no,cellular,19,nov,126,2,-1,0,
41,entrepreneur,divorced,tertiary,yes,0,yes,no,cellular,19,nov,21,10,-1,0,
33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,nov,286,3,-1,0,
56,self-employed,married,tertiary,yes,0,no,no,cellular,19,nov,122,1,-1,0,
32,technician,single,tertiary,yes,0,no,no,cellular,19,nov,122,2,-1,0,
37,services,married,primary,yes,-483,yes,yes,cellular,19,nov,70,3,-1,0,
44,technician,married,secondary,yes,16486,yes,yes,cellular,19,nov,275,3,-1,0,
30,unemployed,married,secondary,yes,19,no,no,cellular,19,nov,186,5,-1,0,
38,self-employed,divorced,secondary,yes,2,no,no,cellular,20,nov,291,2,-1,0,
33,admin.,single,secondary,yes,-266,no,yes,cellular,20,nov,459,1,-1,0,
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,
52,management,married,primary,yes,57,yes,yes,cellular,20,nov,45,1,196,1,failure
51,blue-collar,divorced,secondary,yes,56,yes,yes,cellular,20,nov,71,2,-1,0,
50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,
31,self-employed,single,tertiary,yes,-282,yes,no,cellular,20,nov,131,3,-1,0,
49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,0,
53,self-employed,divorced,tertiary,yes,10,no,no,cellular,20,nov,75,3,-1,0,
44,management,married,tertiary,yes,53,yes,no,cellular,20,nov,233,4,-1,0,
42,admin.,divorced,secondary,yes,723,no,no,cellular,20,nov,298,2,112,2,other
46,management,married,tertiary,yes,-1001,yes,no,cellular,21,nov,45,3,-1,0,
33,blue-collar,married,primary,yes,0,yes,no,cellular,21,nov,675,1,-1,0,
47,technician,married,tertiary,yes,-813,yes,yes,cellular,21,nov,85,2,158,25,failure
31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,21,nov,846,1,100,2,success
37,management,divorced,tertiary,yes,26,no,yes,cellular,21,nov,22,1,-1,0,
35,unemployed,married,secondary,yes,1054,yes,yes,cellular,21,nov,106,1,-1,0,
42,management,single,tertiary,yes,0,yes,no,cellular,21,nov,824,1,-1,0,
32,unemployed,single,primary,yes,0,no,no,cellular,21,nov,149,1,-1,0,
33,entrepreneur,single,secondary,yes,-1,yes,no,cellular,21,nov,214,2,-1,0,
45,management,married,secondary,yes,237,yes,no,cellular,21,nov,526,1,-1,0,
35,management,married,tertiary,yes,0,yes,yes,cellular,21,nov,70,1,-1,0,
36,entrepreneur,married,secondary,yes,1,yes,no,cellular,21,nov,203,1,-1,0,
35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,
39,management,married,tertiary,yes,47,no,no,cellular,21,nov,28,3,158,3,failure
49,management,married,tertiary,yes,10,yes,no,cellular,21,nov,226,1,-1,0,
56,retired,married,secondary,yes,-1122,yes,yes,cellular,21,nov,220,1,-1,0,
34,management,married,tertiary,yes,0,no,yes,cellular,21,nov,18,9,-1,0,
44,management,married,tertiary,yes,0,yes,no,cellular,21,nov,123,2,-1,0,
31,services,married,secondary,yes,29,no,no,cellular,21,nov,240,3,-1,0,
41,admin.,single,secondary,yes,0,no,yes,cellular,21,nov,305,6,-1,0,
31,services,married,secondary,yes,-158,yes,no,cellular,21,nov,214,2,-1,0,
45,retired,single,secondary,yes,86,no,no,cellular,21,nov,64,5,-1,0,
36,blue-collar,married,tertiary,yes,-530,yes,no,cellular,21,nov,36,2,-1,0,
40,blue-collar,divorced,primary,yes,0,yes,no,telephone,21,nov,333,3,-1,0,
55,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,1,-1,0,
33,blue-collar,married,secondary,yes,-354,yes,yes,cellular,28,jan,104,1,245,2,failure
54,admin.,married,secondary,yes,-1089,no,yes,cellular,28,jan,105,2,-1,0,
31,services,single,,yes,-10,no,no,cellular,28,jan,134,2,-1,0,
27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure
53,blue-collar,married,primary,yes,-462,no,no,cellular,29,jan,470,1,-1,0,
32,management,single,tertiary,yes,4,no,no,cellular,29,jan,181,1,-1,0,
37,management,married,tertiary,yes,-22,no,no,cellular,29,jan,128,1,-1,0,
26,management,divorced,tertiary,yes,-402,no,yes,cellular,29,jan,66,2,262,2,failure
40,technician,single,secondary,yes,45,no,yes,cellular,29,jan,261,1,182,23,other
53,housemaid,married,primary,yes,945,no,no,cellular,29,jan,82,2,-1,0,
47,management,married,tertiary,yes,-337,no,yes,cellular,29,jan,243,4,161,2,failure
35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,329,2,240,8,other
27,blue-collar,single,secondary,yes,81,no,yes,cellular,29,jan,123,2,205,2,success
48,unemployed,married,primary,yes,-6,no,no,cellular,29,jan,362,2,-1,0,
30,services,single,secondary,yes,-261,yes,no,cellular,29,jan,1139,2,255,1,other
27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,
32,management,married,primary,yes,-1161,yes,yes,cellular,30,jan,445,5,-1,0,
55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,
31,technician,single,secondary,yes,25,no,no,cellular,2,feb,381,1,-1,0,
27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,95,1,-1,0,
